2.26	8.58951175406872
2.67	9.76491862567812
2.92	11.0307414104882
3.34	11.9349005424955
3.76	14.0144665461121
4.67	15.4611211573237
4.92	16.5461121157324
5.17	16.998191681736
6.09	18.9873417721519
6.67	20.1627486437613
7.09	20.8860759493671
7.67	21.880650994575
7.84	22.4231464737794
8.51	23.5985533453888
8.84	24.0506329113924
9.17	25.3164556962025
9.92	25.9493670886076
10.09	26.5822784810127
10.42	27.0343580470163
11.01	28.0289330922242
11.59	28.75226039783
11.76	29.4755877034358
13.42	31.6455696202532
14.01	32.6401446654611
14.84	34.5388788426763
15.17	34.7197106690778
15.76	35.7142857142857
16.09	36.3471971066908
16.42	36.7992766726944
17.09	38.0650994575045
17.67	38.5171790235081
18.01	39.6021699819168
18.42	39.873417721519
19.09	41.0488245931284
19.51	41.4104882459313
20.09	42.5858951175407
20.67	43.4900542495479
20.92	43.8517179023508
22.17	45.8408679927667
22.76	46.8354430379747
23.01	47.1066907775769
23.59	48.1916817359855
23.84	48.4629294755877
24.26	49.3670886075949
25.01	50
27.67	55.3345388788427
28.17	57.5949367088608
28.51	58.5895117540687
28.84	60.3978300180832
29.34	61.4828209764919
29.67	62.0253164556962
30.26	63.8336347197107
30.51	64.376130198915
30.84	65.0090415913201
31.01	65.8227848101266
31.67	66.998191681736
32.01	67.631103074141
32.42	68.8969258589512
32.84	69.4394213381555
33.26	69.9819168173599
33.76	70.9764918625678
34.01	71.6094032549729
34.84	73.2368896925859
35.34	73.5985533453888
35.76	74.4122965641953
36.17	75.2260397830018
36.42	75.8589511754069
36.84	76.0397830018083
37.26	77.124773960217
38.09	78.0289330922242
38.26	78.5714285714286
38.59	79.0235081374322
39.34	79.746835443038
39.59	80.5605786618445
39.92	80.8318264014467
40.67	81.9168173598554
41.01	82.4593128390597
41.59	83.2730560578662
41.84	83.8155515370705
42.26	84.0867992766727
42.84	84.9005424954792
43.01	85.4430379746836
43.42	85.9855334538879
43.84	86.9801084990958
44.26	87.3417721518987
44.59	87.5226039783002
45.01	88.3363471971067
45.17	88.6075949367089
45.76	89.4213381555154
46.26	89.9638336347197
47.51	91.9529837251356
48.01	92.6763110307414
48.34	92.9475587703436
48.67	93.3996383363472
49.17	94.3942133815552
49.59	94.5750452079566
51.01	96.745027124774
51.34	97.1066907775769
51.84	97.8300180831827
52.09	98.4629294755877
52.67	99.2766726943942
53.09	100
56.67	104.701627486438
57.26	107.052441229656
57.51	108.589511754069
58.09	110.578661844485
58.34	111.21157323689
58.76	112.748643761302
59	114.014466546112
59.17	114.647377938517
59.84	116.636528028933
60.34	117.359855334539
60.67	117.992766726944
61.26	119.168173598553
61.59	120.162748643761
62	120.886075949367
62.42	121.338155515371
62.76	122.423146473779
63.42	123.236889692586
63.67	123.77938517179
64.17	124.683544303798
64.67	125.497287522604
65.09	125.768535262206
65.34	126.582278481013
65.67	126.853526220615
66.26	127.848101265823
66.59	128.300180831826
66.92	128.842676311031
67.51	129.746835443038
67.84	130.01808318264
68.17	131.103074141049
68.67	131.555153707052
69.01	131.826401446655
69.59	132.54972875226
70.34	133.996383363472
70.67	134.177215189873
71.26	135.081374321881
71.42	135.533453887884
72.01	136.347197106691
72.34	136.980108499096
73.09	137.793851717902
73.51	138.336347197107
73.76	138.878842676311
74.34	139.692585895118
74.67	139.873417721519
75.01	140.506329113924
75.34	140.958408679928
75.84	141.772151898734
76.67	143.037974683544
76.92	143.218806509946
77.26	143.76130198915
77.84	144.755877034358
78.09	145.02712477396
79.17	146.745027124774
79.34	146.835443037975
79.92	147.649186256781
80.34	148.010849909584
80.59	148.73417721519
81.17	149.367088607595
81.59	150.361663652803
82.09	150.994575045208
82.42	151.26582278481
85.26	155.877034358047
85.92	158.589511754069
86.17	159.312839059675
86.76	161.21157323689
87.26	162.929475587703
87.51	163.562386980109
87.84	164.014466546112
88.42	165.099457504521
88.67	166.455696202532
89.01	166.907775768535
89.67	168.444846292948
90.09	169.077757685353
90.51	169.801084990958
91.01	170.705244122966
91.42	171.157323688969
91.92	171.971066907776
93.01	173.598553345389
93.34	174.593128390597
93.84	175.0452079566
94.42	176.039783001808
94.84	176.672694394213
95.26	177.124773960217
95.76	177.848101265823
95.92	178.300180831826
96.67	179.204339963834
96.84	179.566003616637
97.76	180.650994575045
98.09	181.374321880651
98.59	182.007233273056
99.17	182.911392405063
99.59	183.182640144665
100.09	183.996383363472
100.67	184.719710669078
101.17	185.081374321881
101.34	185.623869801085
101.76	185.985533453888
102.34	186.708860759494
102.51	186.980108499096
103.09	187.703435804702
103.42	188.065099457504
103.67	188.69801084991
104.17	189.330922242315
104.51	189.602169981917
104.84	190.235081374322
105.26	190.687160940325
105.76	191.320072332731
106.17	191.681735985533
106.42	192.133815551537
107.01	192.947558770344
107.34	193.218806509946
107.67	193.851717902351
108.09	194.303797468354
108.67	194.936708860759
109.17	195.840867992767
109.59	196.29294755877
109.92	196.473779385172
110.51	197.197106690778
110.59	197.649186256781
111.17	198.372513562387
111.59	198.643761301989
112.17	199.367088607595
112.34	199.819168173598
113.01	200.813743218806
113.26	200.994575045208
